date,week_id,year_week,sku,units_ordered,units_delivered,units_sold,revenue,contribution,service_level
2026-07-13,98,2026-W29,TELM-500,1009,970,877,25948.49,14326.66,0.9613478691774033
2026-07-20,99,2026-W30,CFCL-355,1048,1003,870,32017.82,16790.57,0.9570610687022901
2026-07-20,99,2026-W30,CFMO-355,647,629,512,21570.51,10979.91,0.9721792890262752
2026-07-20,99,2026-W30,CFVN-355,786,757,630,25588.76,13426.05,0.9631043256997456
2026-07-20,99,2026-W30,ENRG-473,614,589,481,23070.760000000002,11335.58,0.9592833876221498
2026-07-20,99,2026-W30,FRTR-500,926,888,757,23935.42,12854.07,0.958963282937365
2026-07-20,99,2026-W30,TELM-500,998,961,839,25059.11,13934.47,0.9629258517034068
2026-07-27,100,2026-W31,CFCL-355,1023,982,837,30995.78,16337.6,0.9599217986314761
2026-07-27,100,2026-W31,CFMO-355,653,630,516,21854.940000000002,11175.25,0.9647779479326187
2026-07-27,100,2026-W31,CFVN-355,803,775,651,26199.77,13624.38,0.9651307596513076
2026-07-27,100,2026-W31,ENRG-473,617,594,555,26576.73,13028.25,0.9627228525121556
2026-07-27,100,2026-W31,FRTR-500,866,832,726,23243.170000000002,12609.46,0.9607390300230947
2026-07-27,100,2026-W31,TELM-500,965,924,863,25361.24,13911.61,0.9575129533678757
2026-08-03,101,2026-W32,CFCL-355,1010,968,826,31115.89,16641.94,0.9584158415841584
2026-08-03,101,2026-W32,CFMO-355,629,613,534,22851.84,11793.28,0.9745627980922098
2026-08-03,101,2026-W32,CFVN-355,797,768,660,26554.75,13798.04,0.9636135508155583
2026-08-03,101,2026-W32,ENRG-473,577,558,494,23522.14,11455.71,0.9670710571923743
2026-08-03,101,2026-W32,FRTR-500,860,826,704,22577.54,12260.01,0.9604651162790697
2026-08-03,101,2026-W32,TELM-500,940,900,818,24598.85,13739.94,0.9574468085106383
2026-08-10,102,2026-W33,CFCL-355,1025,979,900,33411.48,17631.59,0.9551219512195122
2026-08-10,102,2026-W33,CFMO-355,651,626,568,23910.89,12141.28,0.9615975422427036
2026-08-10,102,2026-W33,CFVN-355,783,754,660,26869.13,14104.880000000001,0.9629629629629629
2026-08-10,102,2026-W33,ENRG-473,560,548,483,23194.02,11389.41,0.9785714285714285
2026-08-10,102,2026-W33,FRTR-500,862,827,745,23858.32,12933.5,0.9593967517401392
2026-08-10,102,2026-W33,TELM-500,959,922,771,22966.65,12725.59,0.9614181438998958
2026-08-17,103,2026-W34,CFCL-355,1036,996,889,32809.1,17213.0,0.9613899613899614
2026-08-17,103,2026-W34,CFMO-355,627,608,524,22472.54,11608.28,0.9696969696969697
2026-08-17,103,2026-W34,CFVN-355,786,758,586,23539.559999999998,12199.9,0.9643765903307888
2026-08-17,103,2026-W34,ENRG-473,562,543,423,20324.739999999998,9980.52,0.9661921708185054
2026-08-17,103,2026-W34,FRTR-500,864,834,694,22231.41,12048.53,0.9652777777777778
2026-08-17,103,2026-W34,TELM-500,955,921,823,24352.45,13414.35,0.9643979057591623
2026-08-24,104,2026-W35,CFCL-355,1115,1062,976,36141.79,19009.39,0.9524663677130045
2026-08-24,104,2026-W35,CFMO-355,673,646,558,23760.53,12184.710000000001,0.9598811292719168
2026-08-24,104,2026-W35,CFVN-355,835,804,659,26825.3,14065.57,0.962874251497006
2026-08-24,104,2026-W35,ENRG-473,569,550,481,22938.73,11169.28,0.9666080843585237
2026-08-24,104,2026-W35,FRTR-500,874,840,747,23733.41,12766.52,0.9610983981693364
2026-08-24,104,2026-W35,TELM-500,934,901,724,21807.97,12180.16,0.9646680942184154
